BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2459761.814569,0.92560,0.00952,1.1299,1.17,1.76,11.27,1743
2459761.815903,0.93116,0.00868,1.1332,-1.38,-0.56,8.33,2278
2459761.817236,0.94355,0.00887,1.1366,1.95,0.34,8.67,2073
2459761.818558,0.91483,0.00911,1.1400,0.64,-0.77,9.54,1890
2459761.819890,0.92604,0.00902,1.1436,-0.41,-0.49,9.75,1737
2459761.821224,0.92610,0.00897,1.1472,0.75,0.58,9.29,1960
2459761.822547,0.94507,0.00897,1.1509,-0.81,-0.20,8.77,1862
2459761.823881,0.92536,0.00903,1.1547,1.73,0.82,9.73,1705
2459761.825203,0.91617,0.00858,1.1586,-0.70,-0.73,8.71,1957
2459761.826538,0.94462,0.00921,1.1626,0.28,0.15,11.43,1522
2459761.827872,0.91610,0.00817,1.1666,-1.73,0.18,8.67,2374
2459761.829229,0.91551,0.00834,1.1709,1.01,0.26,9.87,2012
2459761.830550,0.90136,0.00781,1.1751,0.77,-0.38,7.61,2642
2459761.831883,0.91915,0.00827,1.1794,-1.32,-0.75,9.12,2209
2459761.833216,0.90504,0.00852,1.1839,1.34,-0.09,10.22,1852
2459761.834548,0.92366,0.00920,1.1884,-1.66,-1.19,9.66,1548
2459761.835870,0.92920,0.00906,1.1930,2.37,0.10,9.73,1659
2459761.837206,0.91018,0.00887,1.1978,-2.36,-1.23,9.71,1752
2459761.838532,0.92360,0.00947,1.2026,1.38,1.28,12.18,1456
2459761.839861,0.90380,0.00889,1.2075,-1.53,-1.65,9.35,1777
2459761.841200,0.92517,0.00961,1.2125,0.38,0.57,10.30,1590
2459761.842535,0.92213,0.01005,1.2177,-1.73,-1.13,10.65,1599
2459761.843859,0.90324,0.00984,1.2229,0.40,0.68,11.28,1474
2459761.845192,0.92198,0.00907,1.2282,-1.14,-0.11,9.29,1857
2459761.846516,0.90912,0.00921,1.2337,-0.21,0.56,11.52,1623
2459761.847850,0.93865,0.00974,1.2392,-1.18,-0.61,10.64,1576
2459761.849182,0.93885,0.00985,1.2449,0.15,-0.05,11.10,1451
2459761.850511,0.93339,0.01086,1.2507,-1.63,0.17,12.06,1214
2459761.851838,0.93088,0.00941,1.2566,-1.23,0.32,9.25,1682
2459761.853166,0.94755,0.01067,1.2626,0.69,0.09,11.82,1194
2459761.854493,0.92683,0.01045,1.2688,-1.22,0.22,10.60,1238
2459761.855828,0.94753,0.01088,1.2751,1.69,0.64,11.17,1288
2459761.857151,0.96038,0.01098,1.2814,-1.95,-0.38,10.40,1314
2459761.858487,0.98061,0.01119,1.2880,1.41,-0.10,11.98,1185
2459761.859816,0.98068,0.01060,1.2946,-1.25,0.45,9.94,1357
2459761.861137,0.99607,0.01112,1.3014,0.25,0.93,11.52,1194
2459761.862473,0.97348,0.01038,1.3084,-1.83,0.20,10.86,1316
2459761.863793,0.99356,0.01078,1.3155,0.80,0.78,11.70,1187
2459761.865124,0.99558,0.01069,1.3227,-1.74,-0.57,10.68,1276
2459761.866457,1.01790,0.01119,1.3300,0.07,1.18,13.19,1149
2459761.867782,1.01029,0.01116,1.3376,-1.40,0.05,12.06,1110
2459761.869137,1.03389,0.01215,1.3453,-0.03,0.43,13.09,1001
2459761.870462,1.00877,0.01142,1.3531,-0.36,-0.09,13.10,996
2459761.871810,1.01338,0.01123,1.3612,1.06,1.93,11.96,1212
2459761.873143,1.00068,0.00969,1.3694,-1.25,-0.05,10.32,1607
2459761.874473,1.00660,0.01060,1.3777,-0.82,0.61,12.17,1345
2459761.875795,1.00229,0.00992,1.3861,-2.04,-0.17,10.81,1523
2459761.877128,1.02616,0.01007,1.3948,-0.47,1.21,11.98,1402
2459761.878458,1.02029,0.01033,1.4037,-1.64,0.59,11.34,1385
2459761.879786,1.00226,0.01071,1.4127,-1.63,0.68,12.68,1222
2459761.881114,0.99557,0.01020,1.4218,-2.13,-0.11,10.26,1421
2459761.882448,1.03105,0.01025,1.4312,0.76,1.12,10.76,1414
2459761.883776,1.00015,0.00929,1.4408,-1.47,-0.70,9.31,1785
2459761.885102,0.99841,0.00988,1.4506,-1.01,1.91,12.17,1491
2459761.886436,1.00393,0.00905,1.4605,-1.14,-0.23,8.93,2169
2459761.887759,1.00992,0.00952,1.4707,-0.73,-0.18,10.96,1646
2459761.889085,1.00045,0.00925,1.4811,-0.56,0.00,9.69,1818
2459761.890424,1.02021,0.00947,1.4917,-1.06,0.95,9.83,1709
2459761.891745,1.00381,0.00950,1.5026,-1.85,1.05,9.97,1718
2459761.893080,1.00135,0.00972,1.5137,0.60,1.17,10.88,1645
2459761.894412,1.00902,0.01006,1.5251,-2.17,0.73,11.07,1508
2459761.895745,1.00603,0.01037,1.5366,0.17,0.58,12.52,1359
2459761.897070,1.01463,0.00997,1.5484,-1.62,1.00,10.54,1503
2459761.898408,0.99723,0.01030,1.5605,0.33,0.97,10.89,1376
2459761.901058,1.00538,0.01044,1.5853,-0.05,0.89,11.65,1351
2459761.902391,0.99577,0.00980,1.5983,-2.58,1.37,10.47,1804
2459761.903745,1.02911,0.01022,1.6117,-0.48,0.56,11.85,1500
2459761.905075,1.00801,0.01000,1.6251,-2.83,1.25,10.77,1719
2459761.906409,1.01093,0.01006,1.6388,-1.16,0.89,9.86,1674
2459761.907742,1.02109,0.01022,1.6529,-1.94,0.13,10.85,1472
2459761.909062,1.01682,0.01009,1.6672,0.00,-0.13,10.85,1532
2459761.910423,0.98887,0.01002,1.6823,-1.81,0.42,10.48,1572
2459761.911758,1.00687,0.01040,1.6973,-0.26,1.55,10.68,1450
2459761.913079,0.99413,0.01078,1.7127,-1.81,1.44,10.55,1329
2459761.914415,0.99732,0.01091,1.7284,-0.17,2.49,11.00,1377
